Genus + species name,Empire,Kingdom,Subkingdom,Phylum,Class,Order,Family,Genus,Species,Kind of infraspecific level: var./f./ssp.,Infraspecific name,Determination uncertainty level,Authorities,Class sensu Bourrelly (1974),INRA code,Cell length µm,Cell width µm,Cell thickness µm,Geometrical shape of the cell,Multiplicative factor to the geometrical shape to get the cell biovolume,Dividing factor to the geometrical shape to get the cell surface area,Cell surface area µm²,Cell biovolume µm3,Number of cells per colony,Cumulated surface area of cells in a colony µm²,Cumulated biovolume of cells in a colony µm3,Colony length (takes into account mucilage) µm,Colony width (takes into account mucilage) µm,Colony thickness (takes into account mucilage) µm,Geometrical shape of the colony,Multiplicative factor to the geometrical shape to get the colony biovolume (without mucilage),Dividing factor to the geometrical shape to get the colony surface area (take into account mucilage),Colony surface area µm² (with mucilage),Colony biovolume µm3 (without mucilage),Reference biovolume,Maximal length of the algal object,Notes on biovolumes,Organic carbon ratio (Wetzel et Likens 2000),Functional groups (Reynolds 2002),Functional groups (Padisak 2009),Morpho-classification (Kruk 2010),Nano/microphytoplankton,Mobility apparatus,Mobility apparatus: Flagella,Mobility apparatus: Raphe,Colonial,Filament,Heterotrophic,Mixotrophic,Autotrophic,<=5,8-May,15-Aug,15-30,30-60,>60
Scenedesmus ecornis single cell,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,ecornis,,single cell,,(Ehrenberg) Chodat,Chlorophycées,82521,14,5,5,trel,1,1,688.62,183.17,1,688.62,183.17,,,,,,,,,183.1666667,14,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus grahneisii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,grahneisii,,,,(Heynig) Fott,Chlorophycées,82450,13,6,6,trel,1,1,768.19,244.92,2,1536.39,489.84,13,12,6,box,0.8,0.8,765,748.8,490.1,13,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus granulatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,granulatus,,,,W.et G.S.West,Chlorophycées,82463,13,4.5,4.5,trel,1,1,576.15,137.77,4,2304.58,551.07,13,18,4.5,box,0.8,0.8,933.75,842.4,551.07,18,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus insignis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,insignis,,,,(West & G.S. West) Chodat,Chlorophycées,82596,14,4.6,4.6,trel,1,1,633.53,155.03,4,2534.13,620.13,14,18.4,4.6,box,0.8,0.8,1016.6,947.97,930.7,18.4,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus intermedius var. acaudatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,intermedius,var.,acaudatus,,Hortobagyi,Chlorophycées,82593,9,3,3,trel,1,1,268.07,42.39,4,1072.28,169.56,9,12,3,box,0.8,0.8,427.5,259.2,254.5,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus intermedius var. intermedius,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,intermedius,var.,intermedius,,A remplir,Chlorophycées,82590,14,5,5,trel,1,1,688.62,183.17,4,2754.49,732.67,14,20,5,box,0.8,0.8,1125,1120,1099.6,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus intermedius var. bicaudatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,intermedius,var.,bicaudatus,,Hortobagyi,Chlorophycées,82464,8,4,4,trel,1,1,318.9,66.99,4,1275.6,267.95,8,16,4,box,0.8,0.8,560,409.6,267.9466667,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus intermedius var. intermedius,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,intermedius,var.,intermedius,,A remplir,Chlorophycées,82465,18,5.5,4,trel,1,1,844.85,207.24,4,3379.41,828.96,18,22,4,box,0.8,0.8,1390,1267.2,1139.82,22,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus lefevrii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,lefevrii,,,,Deflandre,Chlorophycées,82466,10,4,4,trel,1,1,396.03,83.73,4,1584.11,334.93,10,16,4,box,0.8,0.8,660,512,334.9333333,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus lefevrii var. manguinii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,lefevrii,var.,manguinii,,Lefév. & Bourrelly,Chlorophycées,82467,11.5,4.5,4.5,trel,1,1,510.79,121.87,4,2043.15,487.49,11.5,18,4.5,box,0.8,0.8,849.38,745.2,487.485,16,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus linearis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,linearis,,,,Komarek,Chlorophycées,82591,12,5,5,trel,1,1,591.74,157,8,4733.91,1256,12,40,5,box,0.8,0.8,1850,1920,1885,40,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,1,5,3,1
Scenedesmus lunatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,lunatus,,,,(W. & G.S. West) Chodat,Chlorophycées,82468,10.5,3,3,trel,1,1,311.51,49.46,4,1246.05,197.82,10.5,12,3,box,0.7,0.7,552.86,264.6,197.82,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus magnus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,magnus,,,,Meyen,Chlorophycées,82469,24,9,5,trel,1,1,1684.18,565.2,4,6736.73,2260.8,24,36,5,box,0.8,0.8,2910,3456,4069.44,36,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus obliquus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,obliquus,,,,(TURPIN) Kützing,Chlorophycées,82598,10,4.3,4.3,trel,1,1,425.73,96.76,4,1702.92,387.06,10,17.2,4.3,box,0.8,0.8,722.4,591.68,387.3,17,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus obtusus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,obtusus,,,,Meyen,Chlorophycées,82471,11,6,6,trel,1,1,652.03,207.24,8,5216.25,1657.92,11,48,6,box,0.8,0.8,2205,2534.4,1657.92,24,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus obtusus f. alternans,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,obtusus,f.,alternans,,(Reinsch) Compere,Chlorophycées,82472,11,6,6,trel,1,1,652.03,207.24,8,5216.25,1657.92,11,48,6,box,0.8,0.8,2205,2534.4,1657.92,24,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus opoliensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,opoliensis,,,,P.G.RICHTER,Chlorophycées,82575,20,8,8,trel,1,1,1567.81,669.87,4,6271.23,2679.47,20,32,8,box,0.7,0.7,3017.14,3584,4021,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus opoliensis var. carinatus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,opoliensis,var.,carinatus,,Lemmermann,Chlorophycées,82473,14.5,5,5,trel,1,1,712.86,189.71,4,2851.46,758.83,14.5,20,5,box,0.7,0.7,1321.43,1015,758.8333333,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus ovalternus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,ovalternus,,,,Chodat,Chlorophycées,82476,11,6.5,6.5,trel,1,1,706.37,243.22,4,2825.47,972.88,11,26,6.5,box,0.7,0.7,1504.29,1301.3,746.2,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus pecsensis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,pecsensis,,,,Uherkovich,Chlorophycées,82474,6,3,3,trel,1,1,181.64,28.26,4,726.58,113.04,6,12,3,box,0.8,0.8,315,172.8,113.04,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus protuberans,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,protuberans,,,,Fritsch.,Chlorophycées,82477,23,6,6,trel,1,1,1350.84,433.32,4,5403.36,1733.28,23,24,6,box,0.6,0.6,2780,1987.2,1733.28,24,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus pulloideus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,pulloideus,,,,Hegewald,Chlorophycées,82595,12,2.5,2.5,trel,1,1,295.87,39.25,4,1183.48,157,12,10,2.5,box,0.8,0.8,437.5,240,157.1,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus quadricauda,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,quadricauda,,,,(TURPIN) Brébisson sensu Chodat,Chlorophycées,82510,17,6,6,trel,1,1,1001,320.28,4,4004,1281.12,17,24,6,box,0.7,0.7,1868.57,1713.6,1922.7,24,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus smithii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,smithii,,,,Teiling,Chlorophycées,82478,11,8,5,trel,1,1,717.63,230.27,4,2870.51,921.07,11,32,5,box,0.7,0.7,1620,1232,1473.706667,32,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Scenedesmus sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,sp.,,,Species,Meyen,Chlorophycées,82500,11,3,3,trel,1,1,326.02,51.81,4,1304.06,207.24,11,12,3,box,0.8,0.8,502.5,316.8,311,12,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus spinosus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,spinosus,,,,Chodat,Chlorophycées,82540,14,5,5,trel,1,1,688.62,183.17,4,2754.49,732.67,14,20,5,box,0.8,0.8,1125,1120,1099.6,20,Averages from literature,0.16,J,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,6,2
Scenedesmus verrucosus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,verrucosus,,,,Roll,Chlorophycées,82479,9.5,4.5,4,trel,1,1,400.68,89.49,4,1602.72,357.96,9.5,18,4,box,0.8,0.8,702.5,547.2,402.705,18,Averages from literature,0.16,J,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Schroederia antillarum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Schroederia,antillarum,,,,J. Komarek,Chlorophycées,86212,9,2,2,doco,1,1,178.71,9.42,1,178.71,9.42,,2,,,,,,,9.42,9,Averages from literature,0.16,,X3,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Schroederia indica,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Schroederia,indica,,,,Philipose,Chlorophycées,86213,20,8,5,doco,1,1,1294.15,209.33,1,1294.15,209.33,,,,,,,,,334.9333333,20,Averages from literature,0.16,,X3,IV,Microphytoplankton,0,0,0,0,0,0,0,1,,,,,,
Schroederia setigera,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Schroederia,setigera,,,,(SCHRÖDER) Lemmermann,Chlorophycées,86210,40,5,5,doco,1,1,1953.01,261.67,1,1953.01,261.67,,,,,,,,,261.6666667,40,Averages from literature,0.16,,X3,IV,Microphytoplankton,0,0,0,0,0,0,0,1,0,0,0,2,6,2
Selenastrum capricornutum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Selenastrum,capricornutum,,,,Printz,Chlorophycées,86410,5.85,1.9,1.9,ell,1,1,112.32,11.05,1,112.32,11.05,,,,,,,,,17,6,Averages from literature,0.16,,,I,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Selenochloris quadriloba,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Prasinophyceae,Pyramimonadales,Polyblepharidaceae,Selenochloris,quadriloba,,,,(Korshikov) Ettl,Chlorophycées,86211,14,4,2.2,ell,0.9,0.9,486.34,58.03,1,486.34,58.03,,,,,,,,,110,14,Averages from literature,0.16,,,I,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Siderocelis minor,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Siderocelis,minor,,,,(Naumann) Fott,Chlorophycées,81623,5,5,5,ell,1,1,255.15,65.42,1,255.15,65.42,,,,,,,,,65.41666667,5,Averages from literature,0.16,,,I,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Siderocelis oblonga,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Siderocelis,oblonga,,,,(Naumann) Fott,Chlorophycées,81624,5,3,3,ell,1,1,153.09,23.55,1,153.09,23.55,,,,,,,,,23.55,5,Averages from literature,0.16,,,I,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Siderocelis ornata,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Siderocelis,ornata,,,,(Fott) Fott,Chlorophycées,81625,10,6,6,ell,1,1,594.04,188.4,1,594.04,188.4,,,,,,,,,188.4,10,Averages from literature,0.16,,,,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Siderocelis sp.,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Siderocelis,sp.,,,Species,Naumann (Fott),Chlorophycées,81626,6,4,4,ell,1,1,242.19,50.24,1,242.19,50.24,,,,,,,,,50.24,6,Averages from literature,0.16,,,I,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Sphaerellopsis aulata,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Sphaerellopsis,aulata,,,,(Pascher) Gerloff,Chlorophycées,89700,21,9,9,ell,1,1,1851.26,890.19,1,1851.26,890.19,,,,,,,,,890.2,21,Averages from literature,0.16,,,V,Microphytoplankton,1,1,0,0,0,0,0,1,,,,,,
Sphaerocystis schroeteri,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Sphaerocystis,schroeteri,,,,Chodat,Chlorophycées,81110,5,5,5,ell,1,1,255.15,65.42,16,4082.37,1046.67,60,60,60,sphe,0.1,0.1,113040,11304,1047.2,50,Averages from literature,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,3,5
Sphaerocystis schroeteri single cell,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Sphaerocystis,schroeteri,f.,single cell,,Chodat,Chlorophycées,81111,8,8,8,ell,1,1,637.8,267.95,1,637.8,267.95,,,,,,,,,512,8,Averages from literature,0.16,F,F,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,3,5
Sphaerocystis planctonica,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Palmellaceae,Sphaerocystis,planctonica,,,,(Korsh.) Bourrelly,Chlorophycées,81112,5,5,5,ell,1,1,255.15,65.42,4,1020.59,261.67,25,25,25,sphe,0.2,0.2,9812.5,1635.42,261.6666667,20,Aiguebelette 28-09-09,0.16,F,F,VII,Microphytoplankton,0,0,0,1,0,0,0,1,0,0,0,2,3,5
Stichococcus bacillaris,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,bacillaris,,,,(Nägeli) Nägeli,Chlorophycées,89900,12,2.5,2.5,tube,1,1,104.01,58.88,1,104.01,58.88,,,,,,,,,47,12,détermination dans le Bourget et Léman pas certaine,0.16,,X1,I,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Stichococcus mirabilis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,mirabilis,,,,Lagerheim,Chlorophycées,89901,25,2,2,tube,1,1,163.28,78.5,1,163.28,78.5,,,,,,,,,78.5,25,Averages from literature,0.16,,,,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrachlorella alternans,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrachlorella,alternans,,,,(G.M.Smith) Korshikov,Chlorophycées,83910,12,6,6,ell,1,1,710.09,226.08,4,2840.34,904.32,20,20,6,sphe,0.7,0.7,1794.29,879.2,904.8,47,Averages from literature,0.16,,,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrachlorella incerta,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrachlorella,incerta,,,,Hindak,Chlorophycées,83912,6,3,3,trel,1,1,181.64,28.26,4,726.58,113.04,10,10,3,sphe,0.7,0.7,448.57,109.9,113.04,12,Averages from literature,0.16,,,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrachlorella ornata,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrachlorella,ornata,,,,Korshikov,Chlorophycées,83911,11,6,6,ell,1,1,652.03,207.24,4,2608.12,828.96,18,18,6,sphe,0.7,0.7,1453.37,712.15,828.96,22,Averages from literature,0.16,,,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetraedron caudatum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,caudatum,,,,(CORDA) HANSGIRG,Chlorophycées,80840,15,15,7.5,ell,0.5,0.5,3427.08,441.56,1,3427.08,441.56,,,,,,,,,441.8,15,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraedron incus,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,incus,,,,(Teil.) G.M. Smith,Chlorophycées,80841,18.5,18.5,9,ell,0.6,0.6,4305.23,967.2,1,4305.23,967.2,,,,,,,,,1988.13025,18.5,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraedron minimum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,minimum,,,,(A. Braun) Hansgirg,Chlorophycées,80820,20,20,10,ell,0.6,0.6,5061.97,1256,1,5061.97,1256,,,,,,,,,2400,20,Averages from literature,0.16,,J,IV,Microphytoplankton,0,0,0,0,0,0,0,1,0,0,1,3,5,1
Tetraedron minimum var. scrobiculatum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,minimum,var.,scrobiculatum,,Lagerh.,Chlorophycées,80821,20,20,10,ell,0.6,0.6,5061.97,1256,1,5061.97,1256,,,,,,,,,1256.6,20,Averages from literature,0.16,,J,IV,Microphytoplankton,0,0,0,0,0,0,0,1,0,0,1,3,5,1
Tetraedron minimum f. tetralobulatum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,minimum,f.,tetralobulatum,,Reinsch,Chlorophycées,80822,10,10,2,box,0.5,0.5,560,100,1,560,100,,,,,,,,,100,10,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraedron regulare,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,regulare,,,,Kützing,Chlorophycées,80842,8.5,8.5,8.5,ell,0.6,0.6,1197.63,192.84,1,1197.63,192.84,,,,,,,,,192.83525,8.5,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraedron sp. ,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,sp. ,,,Species,Kützing,Chlorophycées,80890,18,18,9,ell,0.5,0.5,4924.87,763.02,1,4924.87,763.02,,,,,,,,,1458,18,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraedron triangulare,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,triangulare,,,,Korshikov,Chlorophycées,80850,9,9,9,ell,1,1,804.21,381.51,1,804.21,381.51,,,,,,,,,190.9,9,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraedron trigonum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorellaceae,Tetraedron,trigonum,,,,(Nägeli) Hansgirg,Chlorophycées,80843,18,18,9,ell,0.6,0.6,4104.06,915.62,1,4104.06,915.62,,,,,,,,,1831.248,10,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraselmis arnoldii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,arnoldii,,,,(Proskina-Lavrenko) Norris et al.,Chlorophycées,80211,13.5,11,11,ell,1,1,1461.65,854.87,1,1461.65,854.87,,,,,,,,,854.865,13.5,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Tetraselmis cordiformis,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,cordiformis,,,,(Carter) F.STEIN,Chlorophycées,80210,18,15,8,ell,1,1,2086.46,1130.4,1,2086.46,1130.4,,,,,,,,,1131,18,Averages from literature,0.16,,J,V,Nanophytoplankton,1,1,0,0,0,0,0,1,,,,,,
Tetrastrum elegans,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrastrum,elegans,,,,Playfair,Chlorophycées,87102,5.5,5.5,4,sphe,1,1,94.99,63.32,4,379.94,253.29,11,11,4,box,0.7,0.7,597.14,338.8,348.2783333,11,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrastrum heteracanthum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrastrum,heteracanthum,,,,(Nordst.) Chodat,Chlorophycées,87103,7,7,4,sphe,1,1,153.86,102.57,4,615.44,410.29,14,14,4,box,0.7,0.7,880,548.8,718.0133333,14,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrastrum komarekii,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrastrum,komarekii,,,,HINDÁK,Chlorophycées,87101,8,5,3.4,ell,1,1,338.48,71.17,4,1353.94,284.69,12,12,3.4,box,0.7,0.7,644.57,342.72,137.2,12,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrastrum punctatum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrastrum,punctatum,,,,(Schmidle) Ahlstr. & Tiff.,Chlorophycées,87104,5,5,5,ell,1,1,255.15,65.42,4,1020.59,261.67,12,12,5,box,0.7,0.7,754.29,504,261.6666667,12,Averages from literature,0.16,,J,IV,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrastrum staurogeniaeforme,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrastrum,staurogeniaeforme,,,,(SCHRÖDER) Lemmermann,Chlorophycées,87100,5,5,5,ell,1,1,255.15,65.42,4,1020.59,261.67,20,20,5,box,0.7,0.7,1714.29,1400,261.8,20,Averages from literature,0.16,,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Tetrastrum triacanthum,Eukaryota,Plantae,Viridaeplantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Tetrastrum,triacanthum,,,,Korsh.,Chlorophycées,87105,11.5,11.5,4,sphe,1,1,415.27,276.84,4,1661.06,1107.37,30,30,4,box,0.7,0.7,3257.14,2520,3183.698333,30,Averages from literature,0.16,,J,IV,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
