,Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Gelatinous,Diatom,Cyanobacteria,Centric,aerotopes,size,genus,species
1227,Staurastrum sp. Annecy 2004,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Staurastrum,
1228,Staurastrum teliferum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Staurastrum,teliferum
1229,Staurodesmus spencerianus,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Staurodesmus,spencerianus
1230,Staurodesmus cuspidatus,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Staurodesmus,cuspidatus
1231,Staurodesmus dejectus,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Staurodesmus,dejectus
1232,Staurodesmus patens,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Staurodesmus,patens
1233,Staurodesmus incus f. minor,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,box,0,0,0,0,0,small,Staurodesmus,incus
1234,Staurodesmus sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Staurodesmus,
1235,Spondylosium sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,0,0,0,small,Spondylosium,
1236,Spondylosium clepsydra,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,0,0,0,small,Spondylosium,clepsydra
1237,Spondylosium pygmaeum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,0,0,0,small,Spondylosium,pygmaeum
1238,Spondylosium tetragonum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,0,0,0,small,Spondylosium,tetragonum
1239,Teilingia excavata,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,tub,0,0,0,1,0,small,Teilingia,excavata
1240,Xanthidium alpinum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,0,0,0,small,Xanthidium,alpinum
1241,Xanthidium antilopaeum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Xanthidium,antilopaeum
1242,Zygnema sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Zygnema,
1243,,,,0,NA,NA,NA,,0,0,,0,0,0,0,0,,,
1244,,,,0,NA,NA,NA,,0,0,,0,0,0,0,0,,,
1245,,,,0,NA,NA,NA,,0,0,,0,0,0,0,0,,,
