"phyto_name","genus","species","exact.match","accepted","synonyms","orig.name","match.name","Empire","Kingdom","Phylum","Class","Order","Family"
"Fragilaria acus (medium)","Fragilaria","acus","1","1","","Fragilaria acus","Fragilaria acus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Ankyra ancora","Ankyra","ancora","1","1","","Ankyra ancora","Ankyra ancora","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Pseudopediastrum boryanum (large)",NA,NA,"0","0",NA,"PseudopediastrumA boryanum",NA,NA,NA,NA,NA,NA,NA
"Scenedesmus (small)",NA,NA,"0","0",NA,"Scenedesmus (small)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Unidentified genus (medium)",NA,NA,"0","0",NA,"Unidentified genus",NA,NA,NA,NA,NA,NA,NA
"Monactinus simplex (medium)","Monactinus","simplex","1","1","","Monactinus simplex","Monactinus simplex","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Staurastrum (large)",NA,NA,"0","0",NA,"Staurastrum (large)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Staurastrum (medium)","Staurastrum","reductum","0","1","","Staurastrum (medium)","Staurastrum reductum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Aphanizomenon yezoense","Aphanizomenon","yezoense","1","1","","Aphanizomenon yezoense","Aphanizomenon yezoense","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Aphanizomenonaceae"
"Monactinus simplex (small)","Monactinus","simplex","1","1","","Monactinus simplex","Monactinus simplex","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Hydrodictyaceae"
"Ankistrodesmus arcuatus (small)","Ankistrodesmus","arcuatus","1","1","","Ankistrodesmus arcuatus","Ankistrodesmus arcuatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Unidentified genus (small)",NA,NA,"0","0",NA,"Unidentified genus",NA,NA,NA,NA,NA,NA,NA
"Eudorina elegans (medium)","Eudorina","elegans","1","0","Eudorina elegans carteri,Eudorina unicocca","Eudorina elegans","Eudorina elegans","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Volvocaceae"
"Eudorina elegans (small)","Eudorina","elegans","1","0","Eudorina elegans carteri,Eudorina unicocca","Eudorina elegans","Eudorina elegans","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Volvocaceae"
"Pseudopediastrum boryanum (medium)",NA,NA,"0","0",NA,"PseudopediastrumA boryanum",NA,NA,NA,NA,NA,NA,NA
"Cyclotella (5-6 um)",NA,NA,"0","0",NA,"Cyclotella um)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Stephanodiscus astraea","Stephanodiscus","astraea","1","1","","Stephanodiscus astraea","Stephanodiscus astraea","Stephanodiscaceae","Stephanodiscales","Mediophyceae","Bacillariophyta","Chromista","Eukaryota"
"Nitzschia vermicularis","Nitzschia","vermicularis","1","1","","Nitzschia vermicularis","Nitzschia vermicularis","Bacillariaceae","Bacillariales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Diatoma tenue var. elongatum","Diatoma","tenuis elongata","0","0","Diatoma elongata","Diatoma tenue elongatum","Diatoma tenuis elongata","Tabellariaceae","Tabellariales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Fragilaria rumpens","Fragilaria","rumpens","1","1","","Fragilaria rumpens","Fragilaria rumpens","Fragilariaceae","Fragilariales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Stylosphaeridium stipitatum","Stylosphaeridium","stipitatum","1","1","","Stylosphaeridium stipitatum","Stylosphaeridium stipitatum","Chlorangiellaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Cyclotella (10-11 um)",NA,NA,"0","0",NA,"Cyclotella um)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Carteria globosa","Carteria","pseudoglobosa","1","0","Carteria pseudoglobosa","Carteria globosa","Carteria pseudoglobosa","Chlamydomonadaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Chrysamoeba radians","Chrysamoeba","radians","1","1","","Chrysamoeba radians","Chrysamoeba radians","Chrysamoebaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Melosira italica","Aulacoseira","italica","1","0","Aulacoseira italica","Melosira italica","Aulacoseira italica","Aulacoseiraceae","Aulacoseirales","Coscinodiscophyceae","Bacillariophyta","Chromista","Eukaryota"
"Chrysidiastrum catenatum","Chrysidiastrum","catenatum","1","1","","Chrysidiastrum catenatum","Chrysidiastrum catenatum","Chrysamoebaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Closterium moniliferum","Closterium","moniliferum","1","1","","Closterium moniliferum","Closterium moniliferum","Closteriaceae","Desmidiales","Conjugatophyceae (Zygnematophyceae)","Charophyta","Plantae","Eukaryota"
"Gloeotrichia echinulata","Gloeotrichia","echinulata","1","1","","Gloeotrichia echinulata","Gloeotrichia echinulata","Gloeotrichiaceae","Nostocales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Mallomonas akrokomas",NA,NA,"0","0",NA,"Mallomonas akrokomas","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Volvox aureus","Volvox","aureus","1","1","","Volvox aureus","Volvox aureus","Volvocaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Desmodesmus armatus var. bicaudatus","Desmodesmus","armatus bicaudatus","1","1","","Desmodesmus armatus bicaudatus","Desmodesmus armatus bicaudatus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Limnoraphis birgei","Limnoraphis","birgei","1","1","","Limnoraphis birgei","Limnoraphis birgei","Oscillatoriaceae","Oscillatoriales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Actinastrum fluviatile","Actinastrum","fluviatile","1","1","","Actinastrum fluviatile","Actinastrum fluviatile","Chlorellaceae","Chlorellales","Trebouxiophyceae","Chlorophyta","Plantae","Eukaryota"
"Desmodesmus armatus var. longispina","Desmodesmus","armatus longispina","1","1","","Desmodesmus armatus longispina","Desmodesmus armatus longispina","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Scenedesmus quadrispina","Desmodesmus","abundans","1","0","Desmodesmus abundans","Scenedesmus quadrispina","Desmodesmus abundans","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Tetraedron trigonum","Tetraedron","trigonum","1","1","","Tetraedron trigonum","Tetraedron trigonum","Hydrodictyaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Chromulina minuta","Chromulina","minuta","1","1","","Chromulina minuta","Chromulina minuta","Chromulinaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Geitlerinema splendidum","Geitlerinema","splendidum","1","1","","Geitlerinema splendidum","Geitlerinema splendidum","Coleofasciculaceae","Oscillatoriales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Golenkinia paucispina","Golenkinia","paucispina","1","1","","Golenkinia paucispina","Golenkinia paucispina","Neochloridaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Ophiocytium capitatum var. longispinum","Ophiocytium","capitatum longispinum","1","1","","Ophiocytium capitatum longispinum","Ophiocytium capitatum longispinum","Ophiocytiaceae","Mischococcales","Xanthophyceae","Ochrophyta","Chromista","Eukaryota"
"Staurastrum natator var. crassum","Staurastrum","natator crassum","1","0","","Staurastrum natator+crassum","Staurastrum natator+crassum","Desmidiaceae","Desmidiales","Conjugatophyceae (Zygnematophyceae)","Charophyta","Plantae","Eukaryota"
"Stephanodiscus hantzschii f. tenuis","Stephanodiscus","hantzschii tenuis","1","1","","Stephanodiscus hantzschii tenuis","Stephanodiscus hantzschii tenuis","Stephanodiscaceae","Stephanodiscales","Mediophyceae","Bacillariophyta","Chromista","Eukaryota"
"Dolichospermum scheremetieviae","Dolichospermum","scheremetieviae","1","1","","Dolichospermum scheremetieviae","Dolichospermum scheremetieviae","Aphanizomenonaceae","Nostocales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Pediastrum obtusum","Pediastrum","obtusum","1","1","","Pediastrum obtusum","Pediastrum obtusum","Hydrodictyaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Craticula cuspidata","Craticula","cuspidata","1","1","","Craticula cuspidata","Craticula cuspidata","Stauroneidaceae","Naviculales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Navicula gracilis","Navicula","gracilis","1","1","","Navicula gracilis","Navicula gracilis","Naviculaceae","Naviculales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Asterionella zasuminensis","Eunotia","zasuminensis","1","0","Eunotia zasuminensis","Asterionella zasuminensis","Eunotia zasuminensis","Eunotiaceae","Eunotiales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Chroococcus limneticus","Limnococcus","limneticus","1","0","Limnococcus limneticus","Chroococcus limneticus","Limnococcus limneticus","Merismopediaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Cosmarium pyramidatum",NA,NA,"0","0",NA,"Cosmarium pyramidatum",NA,NA,NA,NA,NA,NA,NA
"Glenodinium pulvisculus","Glenodinium","pulvisculus","1","1","","Glenodinium pulvisculus","Glenodinium pulvisculus","Peridiniales incertae sedis","Peridiniales","Dinophyceae","Miozoa","Chromista","Eukaryota"
"Uroglenopsis americana","Uroglenopsis","americana","1","0","Uroglena americana G.N.Calkins 1892","Uroglenopsis americana","Uroglenopsis americana","Chromulinaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Mallomonas teilingii","Mallomonas","teilingii","1","1","","Mallomonas teilingii","Mallomonas teilingii","Mallomonadaceae","Synurales","Synurophyceae","Ochrophyta","Chromista","Eukaryota"
"Franceia ovalis","Franceia","ovalis","1","1","","Franceia ovalis","Franceia ovalis","Oocystaceae","Chlorellales","Trebouxiophyceae","Chlorophyta","Plantae","Eukaryota"
"Cyclotella (15 um)",NA,NA,"0","0",NA,"Cyclotella um)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Cyclotella (20 um)",NA,NA,"0","0",NA,"Cyclotella um)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Planktothrix prolifica","Planktothrix","prolifica","1","1","","Planktothrix prolifica","Planktothrix prolifica","Microcoleaceae","Oscillatoriales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Chroococcus limneticus var. elegans","Chroococcus","limneticus elegans","1","1","","Chroococcus limneticus elegans","Chroococcus limneticus elegans","Chroococcaceae","Chroococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Aulacoseira ambigua","Aulacoseira","ambigua","1","1","","Aulacoseira ambigua","Aulacoseira ambigua","Aulacoseiraceae","Aulacoseirales","Coscinodiscophyceae","Bacillariophyta","Chromista","Eukaryota"
"Merismopedia smithii","Merismopedia","smithii","1","1","","Merismopedia smithii","Merismopedia smithii","Merismopediaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Glenodinium armatum","Peridiniopsis","armata","1","0","Peridiniopsis armata","Glenodinium armatum","Peridiniopsis armata","Peridiniopsidaceae","Peridiniales","Dinophyceae","Miozoa","Chromista","Eukaryota"
"Gyrosigma fasciola","Gyrosigma","fasciola","1","1","","Gyrosigma fasciola","Gyrosigma fasciola","Naviculaceae","Naviculales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Tetraedron arthrodesmiforme","Tetraedron","arthrodesmiforme","1","1","","Tetraedron arthrodesmiforme","Tetraedron arthrodesmiforme","Hydrodictyaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Centritractus belonophorus","Centritractus","belonophorus","1","1","","Centritractus belonophorus","Centritractus belonophorus","Centritractaceae","Mischococcales","Xanthophyceae","Ochrophyta","Chromista","Eukaryota"
"Aphanothece clathrata","Anathece","clathrata","1","0","Anathece clathrata","Aphanothece clathrata","Anathece clathrata","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Miscellaneous microflagellate",NA,NA,"0","0",NA,"Misaneous microflagellate",NA,NA,NA,NA,NA,NA,NA
"Sphaerellocystis ampla","Sphaerellocystis","ampla","1","1","","Sphaerellocystis ampla","Sphaerellocystis ampla","Palmellopsidaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Chlorococcaceae < 10 um",NA,NA,"0","0",NA,"Chlorococcaceae <",NA,NA,NA,NA,NA,NA,NA
"Chrysococcus sp.","Chrysococcus","","1","0","Kephyrion,Kephyriopsis","Chrysococcus","Chrysococcus","Dinobryaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Cryptomonas lucens","Cryptomonas","obovoidea","1","0","Cryptomonas obovoidea","Cryptomonas lucens","Cryptomonas obovoidea","Cryptomonadaceae","Cryptomonadales","Cryptophyceae","Cryptophyta","Chromista","Eukaryota"
"Dinobryon sertularia (cell)","Dinobryon","sertularia","1","1","","Dinobryon sertularia","Dinobryon sertularia","Dinobryaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Miscellaneous diatom",NA,NA,"0","0",NA,"Misaneous diatom",NA,NA,NA,NA,NA,NA,NA
"Eunotia implicata","Eunotia","implicata","1","1","","Eunotia implicata","Eunotia implicata","Eunotiaceae","Eunotiales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Nonmotile chrysophytes",NA,NA,"0","0",NA,"Nonmotile chrysophytes",NA,NA,NA,NA,NA,NA,NA
"Schroederia judayi","Ankyra","judayi","1","0","Ankyra judayi","Schroederia judayi","Ankyra judayi","Characiaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Chroococcaceae/Synechocystis (blue-greens > 1 um)",NA,NA,"0","0",NA,"Chroococcaceae/Synechocystis (blue-greens+>",NA,NA,NA,NA,NA,NA,NA
"Spirulina","Spirulina","","1","0","Arthrospira","Spirulina","Spirulina","Spirulinaceae","Spirulinales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Jaaginema angustissimum","Jaaginema","angustissimum","1","1","","Jaaginema angustissimum","Jaaginema angustissimum","Synechococcales familia incertae sedis","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Leptolyngbya subtilis","Leptolyngbya","subtilis","1","1","","Leptolyngbya subtilis","Leptolyngbya subtilis","Leptolyngbyaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Microcystis aeruginosa (colony)","Microcystis","aeruginosa","1","1","","Microcystis aeruginosa","Microcystis aeruginosa","Microcystaceae","Chroococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Miscellaneous flagellated chrysophyte",NA,NA,"0","0",NA,"Misaneous flagellated+chrysophyte",NA,NA,NA,NA,NA,NA,NA
"Romeria leopoliensis","Romeria","leopoliensis","1","1","","Romeria leopoliensis","Romeria leopoliensis","Leptolyngbyaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Aphanothece nidulans","Aphanothece","nidulans","1","1","","Aphanothece nidulans","Aphanothece nidulans","Aphanothecaceae","Chroococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Eunotia naegelii","Eunotia","naegelii","1","1","","Eunotia naegelii","Eunotia naegelii","Eunotiaceae","Eunotiales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Pseudanabaena  franquetii (small)","Pseudanabaena","franquetii","1","1","","Pseudanabaena franquetii","Pseudanabaena franquetii","Pseudanabaenaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Brachysira vitrea","Brachysira","vitrea","1","1","","Brachysira vitrea","Brachysira vitrea","Brachysiraceae","Naviculales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Cocconeis placentula var. lineata","Cocconeis","lineata","1","0","Cocconeis lineata","Cocconeis placentula lineata","Cocconeis lineata","Cocconeidaceae","Cocconeidales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Desmodesmus serratus","Desmodesmus","serratus","1","1","","Desmodesmus serratus","Desmodesmus serratus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Diatoma tenue","Diatoma","tenue cuneatum","0","1","","Diatoma tenue","Diatoma tenue cuneatum","Tabellariaceae","Tabellariales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Dinobryon sociale (colony)","Dinobryon","sociale","1","1","","Dinobryon sociale","Dinobryon sociale","Dinobryaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Pseudanabaena  franquetii (large)","Pseudanabaena","franquetii","1","1","","Pseudanabaena franquetii","Pseudanabaena franquetii","Pseudanabaenaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Chrysochromulina","Chrysochromulina","","1","0","Haptolina,Prymnesium","Chrysochromulina","Chrysochromulina","Chrysochromulinaceae","Prymnesiales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota"
"Fistulifera pelliculosa","Fistulifera","pelliculosa","1","1","","Fistulifera pelliculosa","Fistulifera pelliculosa","Stauroneidaceae","Naviculales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Pyramichlamys dissecta","Pyramichlamys","dissecta","1","1","","Pyramichlamys dissecta","Pyramichlamys dissecta","Chlamydomonadaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Gloeotrichia echinulata (filament)","Gloeotrichia","echinulata","1","1","","Gloeotrichia echinulata","Gloeotrichia echinulata","Gloeotrichiaceae","Nostocales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Phacotus","Phacotus","","1","0","Pteromonas","Phacotus","Phacotus","Phacotaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Mayamaea lacunolaciniata","Mayamaea","lacunolaciniata","1","1","","Mayamaea lacunolaciniata","Mayamaea lacunolaciniata","Naviculales incertae sedis","Naviculales","Bacillariophyceae","Bacillariophyta","Chromista","Eukaryota"
"Anabaena oscillarioides","Anabaena","oscillarioides","1","1","","Anabaena oscillarioides","Anabaena oscillarioides","Nostocaceae","Nostocales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Chlorophyta",NA,NA,"0","0",NA,"Chlorophyta ",NA,NA,NA,NA,NA,NA,NA
"Microcystis (single)",NA,NA,"0","0",NA,"Microcystis (single)",NA,NA,NA,NA,NA,NA,NA
"Chloromonas platystigma","Chloromonas","platystigma","1","1","","Chloromonas platystigma","Chloromonas platystigma","Chlamydomonadaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Chrysococcus minutus","Chrysococcus","minutus","1","1","","Chrysococcus minutus","Chrysococcus minutus","Dinobryaceae","Chromulinales","Chrysophyceae","Ochrophyta","Chromista","Eukaryota"
"Coelastrum sp.","Coelastrum","","1","0","Enallax,Ducellieria,Coelastropsis","Coelastrum","Coelastrum","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Anagnostidinema amphibium","Anagnostidinema","amphibium","1","1","","Anagnostidinema amphibium","Anagnostidinema amphibium","Coleofasciculaceae","Oscillatoriales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Gloeotrichia echinulata (colony)","Gloeotrichia","echinulata","1","1","","Gloeotrichia echinulata","Gloeotrichia echinulata","Gloeotrichiaceae","Nostocales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
"Miscellaneous algae",NA,NA,"0","0",NA,"Misaneous algae",NA,NA,NA,NA,NA,NA,NA
"Chroococcaceae/Synechocystis (blue-greens < 1 um)",NA,NA,"0","0",NA,"Chroococcaceae/Synechocystis (blue-greens+<",NA,NA,NA,NA,NA,NA,NA
"Chlorococcaceae > 10 um",NA,NA,"0","0",NA,"Chlorococcaceae >",NA,NA,NA,NA,NA,NA,NA
"Lobomonas","Lobomonas","","1","0","Diplostauron","Lobomonas","Lobomonas","Chlamydomonadaceae","Chlamydomonadales","Chlorophyceae","Chlorophyta","Plantae","Eukaryota"
"Woronichinia naegeliana (single cell)","Woronichinia","naegeliana","1","1","","Woronichinia naegeliana","Woronichinia naegeliana","Coelosphaeriaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Eubacteria","Prokaryota"
